id,survey.demoAge,survey.gender,survey.ethnicity.0,survey.ethnicity.1,survey.ethnicity.2,survey.ethnicity.3,survey.ethnicity.4,survey.ethnicity.5,survey.ethnicity.6,survey.switchFromStem,survey.intendToSwtich,survey.intendedMajor,survey.involvedInActivity,survey.intendedActivity.0,survey.intendedActivity.1,survey.intendedActivity.2,survey.intendedActivity.3,survey.intendedActivity.4,survey.intendedActivity.5,survey.intendedActivity.6,survey.intendedActivity.7,survey.intendedActivity.8,survey.intendedActivity.9,survey.intendedActivity.10,survey.intendedActivity.11,survey.intendedActivity.12,survey.no_OCA_1to14.noOCAReason13,survey.no_OCA_1to14.noOCAReason14,survey.noOCA_15to30.noOCAReason15,survey.noOCA_15to30.noOCAReason16,survey.noOCA_15to30.noOCAReason17,survey.noOCA_15to30.noOCAReason18,survey.noOCA_15to30.noOCAReason19,survey.noOCA_15to30.noOCAReason20,survey.noOCA_15to30.noOCAReason21,survey.noOCA_15to30.noOCAReason22,survey.noOCA_15to30.noOCAReason23,survey.noOCA_15to30.noOCAReason24,survey.noOCA_15to30.noOCAReason25,survey.noOCA_15to30.noOCAReason26,survey.noOCA_15to30.noOCAReason27,survey.noOCA_15to30.noOCAReason28,survey.noOCA_15to30.noOCAReason29,survey.noOCA_15to30.noOCAReason30,survey.ae_grit.ae1,survey.ae_grit.ae2,survey.ae_grit.ae3,survey.ae_grit.ae4,survey.ae_grit.ae5,survey.ae_grit.ae6,survey.ae_grit.ae7,survey.ae_grit.ae8,survey.ae_grit.ae9,survey.ae_grit.ae10,survey.ae_grit.ae11,survey.ae_grit.ae12,survey.ae_grit.ae13,survey.ae_grit.ae14,survey.ae_grit.ae15,survey.ae_grit.ae16,survey.ae_grit.ae17,survey.ae_grit.ae18,survey.ae_grit.ae19,survey.ae_grit.ae20,survey.ae_grit.ae21,survey.ae_grit.ae22,survey.ae_grit.ae23,survey.ae_grit.ae24,survey.ae_grit.ae25,survey.ae_grit.ae26,survey.ae_grit.ae27,survey.ae_grit.ae28,survey.ae_grit.grit1,survey.ae_grit.grit2,survey.ae_grit.grit3,survey.ae_grit.grit4,survey.ae_grit.grit5,survey.ae_grit.grit6,survey.ae_grit.grit7,survey.ae_grit.grit8,survey.livingArea,survey.gpa.firstYearGPA,survey.gpa.cumulativeGPA,survey.gpa.maxGPA,survey.guardian1,survey.guardian2,survey.parentEducation.guardian1SchoolLevel,survey.parentEducation.guardian2SchoolLevel,survey.siblingCompleteDegree,survey.houseIncome,survey.usCitizen,survey.military,survey.disability,survey.lgbt,survey.highschool1,survey.highschool2,survey.highschool3,survey.highschool4,survey.highschool5,survey.highschool6,survey.contact1,survey.contact2,survey.all.0,survey.all.1,survey.all.2,survey.all.3,survey.all.4,survey.all.5,survey.all.6,survey.all.7,survey.all.8,survey.all.9,survey.all.10,survey.all.11,survey.all.12,survey.all.13,survey.all.14,survey.all.15,survey.all.16,survey.all.17,survey.all.18,survey.all.19,survey.levelAct.levelAct20,survey.participationHours,survey.participationCredit,survey.participationPaid,survey.allOut.allOut1,survey.allOut.allOut2,survey.allOut.allOut3,survey.allOut.allOut4,survey.allOut.allOut5,survey.allOut.allOut6,survey.allOut.allOut7,survey.allOut.allOut8,survey.allOut.allOut9,survey.allOut.allOut10,survey.allOut.allOut11,survey.allOut.allOut12,survey.allOut.allOut13,survey.allOut.allOut14,survey.allOut.allOut15,survey.allOut.allOut16,survey.allOut.allOut17,survey.allOut.allOut18,survey.allOut.allOut19,survey.allOut.allOut20,survey.allOut.allOut21,survey.allOut.allOut22,survey.allOut.allOut23,survey.allOut.allOut24,survey.allOut.allOut25,survey.allOut.allOut26,survey.allOut.allOut27,survey.allOut.allOut28,survey.allOut.allOut29,survey.allOut.allOut30,survey.allReason_1to14.allReason1,survey.allReason_1to14.allReason2,survey.allReason_1to14.allReason3,survey.allReason_1to14.allReason4,survey.allReason_1to14.allReason5,survey.allReason_1to14.allReason6,survey.allReason_1to14.allReason7,survey.allReason_1to14.allReason8,survey.allReason_1to14.allReason9,survey.allReason_1to14.allReason10,survey.allReason_1to14.allReason11,survey.allReason_1to14.allReason12,survey.allReason_1to14.allReason13,survey.allReason_1to14.allReason14,survey.allReason_15to30.allReason15,survey.allReason_15to30.allReason16,survey.allReason_15to30.allReason17,survey.allReason_15to30.allReason18,survey.allReason_15to30.allReason19,survey.allReason_15to30.allReason20,survey.allReason_15to30.allReason21,survey.allReason_15to30.allReason22,survey.allReason_15to30.allReason23,survey.allReason_15to30.allReason24,survey.allReason_15to30.allReason25,survey.allReason_15to30.allReason26,survey.allReason_15to30.allReason27,survey.allReason_15to30.allReason28,survey.allReason_15to30.allReason29,survey.allReason_15to30.allReason30,survey.top,survey.topOut.topOut1,survey.topOut.topOut2,survey.topOut.topOut3,survey.topOut.topOut4,survey.topOut.topOut5,survey.topOut.topOut6,survey.topOut.topOut7,survey.topOut.topOut8,survey.topOut.topOut9,survey.topOut.topOut10,survey.topOut.topOut11,survey.topOut.topOut12,survey.topOut.topOut13,survey.topOut.topOut14,survey.topOut.topOut15,survey.topOut.topOut16,survey.topOut.topOut17,survey.topOut.topOut18,survey.topOut.topOut19,survey.topOut.topOut20,survey.topOut.topOut21,survey.topOut.topOut22,survey.topOut.topOut23,survey.topOut.topOut24,survey.topOut.topOut25,survey.topOut.topOut26,survey.topOut.topOut27,survey.topOut.topOut28,survey.topOut.topOut29,survey.topOut.topOut30,survey.topReason.topReason1,survey.topReason.topReason2,survey.topReason.topReason3,survey.topReason.topReason4,survey.topReason.topReason5,survey.topReason.topReason6,survey.topReason.topReason7,survey.topReason.topReason8,survey.topReason.topReason9,survey.topReason.topReason10,survey.topReason.topReason11,survey.topReason.topReason12,survey.topReason.topReason13,survey.topReason.topReason14
11,24,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,3,1,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,,,,,,,,,Off campus with friends/peers,,4.0,4.0,Father,Mother,"Doctoral degree (Ph.D., M.D., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,Learning disability,Heterosexual (or Straight),Yes,High Technology High School,07738,Yes,5,4,,Yes,4_Env,13_Music,Pre-professional,17_Public,18_Sports,,,,,,,,,,,,,,,,,4-6,No,No,3,3,4,3,4,4,3,3,4,4,4,4,4,3,3,3,4,3,3,2,2,2,2,1,1,2,1,1,1,1,3,4,4,4,2,2,3,2,4,3,4,4,3,1,2,1,1,1,1,1,2,3,3,1,1,2,2,1,1,1,Pre-professional,4,4,3,4,3,4,3,4,3,3,4,4,4,3,3,3,3,3,4,1,1,2,2,1,1,1,1,1,1,1,3,3,3,4,2,2,4,2,4,3,3,3,3,2
12,21,Man,White,Black,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,2,,,,,,,,,Off campus with friends/peers,,1.8,,Father,Mother,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,George Washington ,24540,Yes,1,3,,Yes,16_Research,18_Sports,20_Other,,,,,,,,,,,,,,,,,,3,4-6,No,Yes,3,3,4,3,4,4,2,2,3,4,3,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,3,1,2,3,1,4,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,18_Sports,2,3,4,2,3,3,3,2,3,3,4,4,2,3,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,2
13,20,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,2,1,4,1,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,3,3,3,2,,,,,,,,,Off campus with friends/peers,,3.6,,Mother,Father,High school graduate or GED,Associate or other 2-year degree,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Cumberland Valley High School,17050,Yes,3,4,,Yes,6_Fraternity,,,,,,,,,,,,,,,,,,,,,7-9,No,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,1,1,1,1,2,2,2,3,3,1,3,1,3,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6_Fraternity,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3
14,22,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,1,1,1,4,1,4,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,,,,,,,,,Off campus with friends/peers,,2.9,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",No,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Norfolk Academy,23502,Yes,9,4,,Yes,6_Fraternity,8_International,9_Job,10_Community,17_Public,20_Other,,,,,,,,,,,,,,,4,12+,Yes,Yes,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,1,2,4,2,2,2,2,3,4,3,4,4,2,4,2,4,4,3,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,17_Public,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,3,3,4,3,1,2,2,3,2,2,4,2,2,2,1,3,3,3,4,3,2,4,2,4,4,3,2,2,2
15,19,Man,Black,,,,,,,No,No,,No,18_Sports,20_Other,,,,,,,,,,,,4,3,3,1,2,1,1,2,2,2,3,3,2,2,3,1,2,2,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,"A residence hall, but not as part of a living/learning program",,2.1,4.0,Mother,Father,Bachelor's or other 4-year degree,High school graduate or GED,No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,,Heterosexual (or Straight),Yes,Massaponax  High school,22407,Yes,,3,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23,Woman,White,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,2,2,2,3,2,3,3,4,4,4,3,2,3,2,3,3,3,4,4,4,4,4,4,4,,,,,,,,,Off campus by myself,,3.49,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Doctoral degree (Ph.D., M.D., etc.)",No,"$150,000 - $200,000",a U.S. Citizen: born in the U.S.,No,I choose not to respond,Lesbian,No,,,Yes,,4,,No,1_Design,2_Culture,9_Job,Pre-professional,15_Professional,16_Research,17_Public,18_Sports,20_Other,,,,,,,,,,,,2,7-9,No,Yes,4,3,3,3,3,3,3,3,3,3,4,3,2,2,3,3,2,3,3,2,1,3,3,1,1,2,1,1,1,1,3,2,3,4,3,3,3,3,3,3,1,1,3,1,3,2,3,1,3,1,3,1,4,2,3,2,2,2,1,1,16_Research,4,3,2,3,2,3,1,1,3,2,3,3,3,2,4,4,4,2,3,2,2,3,3,1,1,1,1,1,1,1,2,2,3,3,3,2,2,4,3,4,1,1,3,1
17,20,Man,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,4,4,4,3,3,4,3,4,4,4,3,4,3,3,3,3,3,1,3,2,4,4,3,3,,,,,,,,,Off campus with friends/peers,,3.45,4,Mother,Not applicable,Bachelor's or other 4-year degree,Unknown/Not applicable,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Stonewall Jackson High School,20110,Yes,4,4,,No,9_Job,15_Professional,20_Other,,,,,,,,,,,,,,,,,,3,10-12,No,Yes,3,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,2,3,3,2,2,4,4,3,2,3,2,3,3,2,1,3,3,3,2,2,2,2,3,4,2,2,2,2,4,4,1,1,1,2,3,2,2,4,2,2,2,2,4,2,20_Other,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,4,4,2,2,2,1
18,25,Man,Asian,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,Off campus with friends/peers,,3.75,4,Father,Mother,High school graduate or GED,High school graduate or GED,No,"$20,000 - $39,999",an International Student (on F-1 or J-1 visa),No,I have no disabilities,Heterosexual (or Straight),No,,,Yes,,3,,Yes,4_Env,16_Research,,,,,,,,,,,,,,,,,,,,12+,No,Yes,3,3,2,3,2,3,2,2,3,3,3,3,3,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,16_Research,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,3,2
19,20,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,3,1,2,2,4,1,4,4,4,4,3,3,3,3,3,3,2,2,2,4,4,4,3,3,4,,,,,,,,,Off campus with friends/peers,,3.12,,Father,Mother,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Patriot High School,20136,Yes,5,4,,No,Pre-professional,15_Professional,20_Other,,,,,,,,,,,,,,,,,,4,1-3,No,Yes,3,4,4,3,3,4,2,3,4,4,4,3,3,3,4,3,4,2,4,1,1,2,3,1,1,3,1,1,1,1,4,4,4,4,4,3,4,3,4,4,4,2,3,1,1,1,1,1,2,1,1,1,2,3,3,2,2,2,1,1,20_Other,3,4,4,2,4,3,3,2,4,4,4,4,2,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,2,4,2,4,4,4,2,3,1
20,18,Woman,White,,,,,,,No,No,,No,1_Design,12_Military,16_Research,,,,,,,,,,,4,3,3,2,3,2,2,2,2,2,4,3,3,2,2,2,2,2,3,1,3,3,2,2,2,3,2,3,3,3,3,3,2,2,3,2,3,4,3,3,3,3,3,3,2,2,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.81,4,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Thomas Jefferson HS,22312,Yes,4,4,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.5,4,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)","Doctoral degree (Ph.D., M.D., etc.)",No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,North Allegheny Senior High School,15090,No,,,,Yes,9_Job,15_Professional,16_Research,17_Public,20_Other,,,,,,,,,,,,,,,,4,12+,No,Yes,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,1,2,2,1,3,2,1,4,4,4,4,4,2,4,4,4,4,1,2,4,2,1,1,1,1,1,1,3,1,4,3,1,1,1,1,1,1,15_Professional,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,3,1,1,4,4,4,4,4,4,4,4,4,4,1,1,4,4
22,18,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.2,4.0,Mother,Father,Bachelor's or other 4-year degree,"Doctoral degree (Ph.D., M.D., etc.)",No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,Visual impairment,Heterosexual (or Straight),Yes,Loudoun County High School,20175,Yes,4,4,,Yes,3_Eng,6_Fraternity,7_Coeducation,10_Community,13_Music,20_Other,,,,,,,,,,,,,,,4,7-9,Yes,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,2,3,3,3,1,3,2,2,2,1,1,4,4,4,4,4,1,4,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13_Music,3,4,4,2,4,3,2,2,4,4,4,4,4,2,2,4,4,2,2,2,2,3,3,1,3,2,1,1,1,1,4,4,4,4,4,1,4,1,4,1,4,4,3,1
23,19,Woman,White,3,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,4,3,4,2,2,2,4,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.81,,Mother,Not applicable,"Master's degree (M.A., M.S., M.B.A., etc.)",Unknown/Not applicable,No,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Fairfax high school ,22030,Yes,3,4,,Yes,2_Culture,18_Sports,20_Other,,,,,,,,,,,,,,,,,,3,10-12,No,No,3,4,4,2,4,2,4,3,4,4,3,3,4,4,3,3,3,4,2,1,1,3,3,1,1,3,2,1,1,1,2,3,3,4,3,4,3,2,4,2,3,4,3,2,3,2,3,1,1,3,3,2,1,3,2,2,2,2,4,1,2_Culture,4,4,4,2,4,2,4,3,3,4,3,3,3,3,3,3,3,1,4,2,2,3,3,1,1,1,1,1,1,1,1,3,3,3,2,3,3,1,4,2,3,4,3,1
24,19,Woman,Hawaiian,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.01,4.0,Mother,Father,Attended college but did not receive a degree,Did not finish high school,No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Hylton High school,22193,Yes,4,4,I hope it helped,No,2_Culture,9_Job,20_Other,,,,,,,,,,,,,,,,,,3,4-6,No,Yes,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,4,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,20_Other,4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4,3,2,3,2,2,3,3,2,2,1,1,1,1,1,3,3,3,3,3,4,4,2,4,3,4,4,4,2
25,22,Man,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,,,,,,,,,Off campus with friends/peers,,2.9,3.1,Father,Mother,Bachelor's or other 4-year degree,Attended college but did not receive a degree,No,"$150,000 - $200,000",an International Student (on F-1 or J-1 visa),No,I choose not to respond,Heterosexual (or Straight),No,,,Yes,6,4,,Yes,8_International,9_Job,15_Professional,,,,,,,,,,,,,,,,,,,12+,No,Yes,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,1,1,2,3,1,1,1,1,1,1,1,2,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,8_International,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,1,1,4,4,3,3,2,1,1,1,4,4,2,2,2,3
26,18,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,2,2,2,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,,,,,,,,,A living learning/program related to science and engineering in a residence hall,,3.8,4,Mother,Father,"Doctoral degree (Ph.D., M.D., etc.)","Master's degree (M.A., M.S., M.B.A., etc.)",I Don't Have a Sibling,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Pomperaug High School,06488,Yes,4,3,,No,1_Design,10_Community,18_Sports,,,,,,,,,,,,,,,,,,,4-6,No,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,10_Community,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,3,3,2,3,3,2,4,2,3,2,2
27,19,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,2,2,2,4,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,2,,,,,,,,,A non-science or non-engineering living/learning program in a residence hall,,3.89,4.0,Father,Mother,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Thomas Jefferson High School for Science and Technology,22312,Yes,1,3,,No,10_Community,16_Research,17_Public,,,,,,,,,,,,,,,,,,,10-12,Yes,No,3,3,3,4,3,3,2,3,3,2,3,3,4,2,3,3,3,3,2,1,1,1,3,2,2,2,1,1,1,1,2,3,3,3,3,3,4,2,4,3,3,3,3,1,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,16_Research,4,3,3,4,3,3,2,2,3,2,4,4,4,3,4,2,3,2,3,1,1,1,3,2,1,1,1,1,1,1,2,3,3,3,3,2,3,2,4,3,3,2,4,1
28,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,"A residence hall, but not as part of a living/learning program",,2.99,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,No,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Bethel Park High School,15102,Yes,7,4,,Yes,13_Music,17_Public,18_Sports,,,,,,,,,,,,,,,,,,,4-6,Yes,No,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,3,3,1,2,3,2,4,3,3,4,4,3,1,2,2,2,2,2,2,2,4,3,3,2,2,1,1,2,13_Music,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,3,4,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
29,18,Woman,Asian,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,4,4,1,4,4,4,4,4,4,4,3,3,2,4,4,4,4,3,2,2,4,4,,,,,,,,,Corps of Cadets,N/A,3.07,4.0,Father,Mother,"Master's degree (M.A., M.S., M.B.A., etc.)",Attended college but did not receive a degree,Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,San Dieguito Academy High School,92024,Yes,4,4,,Yes,12_Military,18_Sports,,,,,,,,,,,,,,,,,,,,12+,No,No,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,1,2,1,1,1,1,1,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,1,1,1,1,3,3,2,1,3,1,1,1,1,1,12_Military,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,3,3,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1
30,19,Woman,White,Native,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,3,3,3,2,,,,,,,,,A living learning/program related to science and engineering in a residence hall,N/A,,,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,I Don't Have a Sibling,"$150,000 - $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Fairfax High School,22030,Yes,6,3,,No,2_Culture,10_Community,13_Music,Pre-professional,,,,,,,,,,,,,,,,,,7-9,No,No,3,4,4,3,4,4,2,3,3,3,4,4,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,4,3,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,10_Community,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,4,3,3,2,3,3,3,3,3,3,2,3
31,19,Man,White,,,,,,,No,Yes,Engineering,No,,,,,,,,,,,,,,2,2,4,2,2,2,2,3,1,3,3,1,2,2,4,1,2,3,3,2,3,4,2,2,2,4,2,3,3,4,3,2,4,3,2,2,3,3,3,3,2,3,2,2,3,3,,,,,,,,,"A residence hall, but not as part of a living/learning program",,3.96,4.00,Mother,Father,Associate or other 2-year degree,"Master's degree (M.A., M.S., M.B.A., etc.)",No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,Visual impairment,Heterosexual (or Straight),Yes,Kent Island High School,21666,Yes,1,4,Marching band is fun.,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
